j1, j3, j2, j4, e1, e2, Eigenvalue3, Eigenvalue4, First Eigenvector Comp 3, First Eigenvector Comp 4
1.00000, 0.00000, -0.90000, -0.30000, -0.98502, 0.33502, 0.50000, 0.15000, -0.79534, -0.60616
1.00000, 0.00000, -0.90000, -0.20000, -0.96708, 0.36708, 0.50000, 0.10000, -0.80617, -0.59169
1.00000, 0.00000, -0.90000, -0.10000, -0.95000, 0.40000, 0.50000, 0.05000, -0.81650, -0.57735
1.00000, 0.00000, -0.90000, -0.00000, -0.93374, 0.43374, 0.50000, 0.00000, -0.82633, -0.56319
1.00000, 0.00000, -0.90000, 0.10000, -0.91827, 0.46827, 0.50000, -0.05000, -0.83566, -0.54924
1.00000, 0.00000, -0.90000, 0.20000, -0.90356, 0.50356, 0.50000, -0.10000, -0.84451, -0.53554
1.00000, 0.00000, -0.90000, 0.30000, -0.88958, 0.53958, 0.50000, -0.15000, -0.85288, -0.52211
1.00000, 0.00000, -0.90000, 0.40000, -0.87629, 0.57629, 0.50000, -0.20000, -0.86078, -0.50897
1.00000, 0.00000, -0.90000, 0.50000, -0.86366, 0.61366, 0.50000, -0.25000, -0.86824, -0.49615
1.00000, 0.00000, -0.90000, 0.60000, -0.85166, 0.65166, 0.50000, -0.30000, -0.87526, -0.48366
1.00000, 0.00000, -0.90000, 0.70000, -0.84026, 0.69026, 0.50000, -0.35000, -0.88186, -0.47151
1.00000, 0.00000, -0.90000, 0.80000, -0.82942, 0.72942, 0.50000, -0.40000, -0.88807, -0.45970
1.00000, 0.00000, -0.90000, 0.90000, -0.81912, 0.76912, 0.50000, -0.45000, -0.89391, -0.44825
1.00000, 0.00000, -0.80000, -1.00000, -1.06569, 0.06569, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.80000, -0.90000, -1.04124, 0.09124, 0.50000, 0.45000, -0.72255, -0.69132
1.00000, 0.00000, -0.80000, -0.80000, -1.01789, 0.11789, 0.50000, 0.40000, -0.73758, -0.67526
1.00000, 0.00000, -0.80000, -0.70000, -0.99564, 0.14564, 0.50000, 0.35000, -0.75214, -0.65900
1.00000, 0.00000, -0.80000, -0.60000, -0.97446, 0.17446, 0.50000, 0.30000, -0.76618, -0.64262
1.00000, 0.00000, -0.80000, -0.50000, -0.95433, 0.20433, 0.50000, 0.25000, -0.77967, -0.62619
1.00000, 0.00000, -0.80000, -0.40000, -0.93523, 0.23523, 0.50000, 0.20000, -0.79256, -0.60979
1.00000, 0.00000, -0.80000, -0.30000, -0.91714, 0.26714, 0.50000, 0.15000, -0.80484, -0.59349
1.00000, 0.00000, -0.80000, -0.20000, -0.90000, 0.30000, 0.50000, 0.10000, -0.81650, -0.57735
1.00000, 0.00000, -0.80000, -0.10000, -0.88379, 0.33379, 0.50000, 0.05000, -0.82752, -0.56143
1.00000, 0.00000, -0.80000, -0.00000, -0.86847, 0.36847, 0.50000, 0.00000, -0.83792, -0.54579
1.00000, 0.00000, -0.80000, 0.10000, -0.85399, 0.40399, 0.50000, -0.05000, -0.84771, -0.53047
1.00000, 0.00000, -0.80000, 0.20000, -0.84031, 0.44031, 0.50000, -0.10000, -0.85689, -0.51550
1.00000, 0.00000, -0.80000, 0.30000, -0.82740, 0.47740, 0.50000, -0.15000, -0.86549, -0.50092
1.00000, 0.00000, -0.80000, 0.40000, -0.81521, 0.51521, 0.50000, -0.20000, -0.87354, -0.48675
1.00000, 0.00000, -0.80000, 0.50000, -0.80369, 0.55369, 0.50000, -0.25000, -0.88106, -0.47301
1.00000, 0.00000, -0.80000, 0.60000, -0.79282, 0.59282, 0.50000, -0.30000, -0.88807, -0.45970
1.00000, 0.00000, -0.80000, 0.70000, -0.78255, 0.63255, 0.50000, -0.35000, -0.89461, -0.44684
1.00000, 0.00000, -0.80000, 0.80000, -0.77284, 0.67284, 0.50000, -0.40000, -0.90071, -0.43443
1.00000, 0.00000, -0.80000, 0.90000, -0.76366, 0.71366, 0.50000, -0.45000, -0.90638, -0.42246
1.00000, 0.00000, -0.70000, -1.00000, -0.99497, -0.00503, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.70000, -0.90000, -0.97061, 0.02061, 0.50000, 0.45000, -0.72472, -0.68904
1.00000, 0.00000, -0.70000, -0.80000, -0.94749, 0.04749, 0.50000, 0.40000, -0.74179, -0.67063
1.00000, 0.00000, -0.70000, -0.70000, -0.92562, 0.07562, 0.50000, 0.35000, -0.75823, -0.65199
1.00000, 0.00000, -0.70000, -0.60000, -0.90498, 0.10498, 0.50000, 0.30000, -0.77396, -0.63323
1.00000, 0.00000, -0.70000, -0.50000, -0.88551, 0.13551, 0.50000, 0.25000, -0.78894, -0.61447
1.00000, 0.00000, -0.70000, -0.40000, -0.86720, 0.16720, 0.50000, 0.20000, -0.80313, -0.59581
1.00000, 0.00000, -0.70000, -0.30000, -0.85000, 0.20000, 0.50000, 0.15000, -0.81650, -0.57735
1.00000, 0.00000, -0.70000, -0.20000, -0.83385, 0.23385, 0.50000, 0.10000, -0.82905, -0.55918
1.00000, 0.00000, -0.70000, -0.10000, -0.81871, 0.26871, 0.50000, 0.05000, -0.84078, -0.54138
1.00000, 0.00000, -0.70000, -0.00000, -0.80453, 0.30453, 0.50000, 0.00000, -0.85171, -0.52401
1.00000, 0.00000, -0.70000, 0.10000, -0.79124, 0.34124, 0.50000, -0.05000, -0.86188, -0.50712
1.00000, 0.00000, -0.70000, 0.20000, -0.77879, 0.37879, 0.50000, -0.10000, -0.87130, -0.49075
1.00000, 0.00000, -0.70000, 0.30000, -0.76714, 0.41714, 0.50000, -0.15000, -0.88002, -0.47494
1.00000, 0.00000, -0.70000, 0.40000, -0.75622, 0.45622, 0.50000, -0.20000, -0.88807, -0.45970
1.00000, 0.00000, -0.70000, 0.50000, -0.74599, 0.49599, 0.50000, -0.25000, -0.89551, -0.44504
1.00000, 0.00000, -0.70000, 0.60000, -0.73640, 0.53640, 0.50000, -0.30000, -0.90237, -0.43096
1.00000, 0.00000, -0.70000, 0.70000, -0.72740, 0.57740, 0.50000, -0.35000, -0.90869, -0.41747
1.00000, 0.00000, -0.70000, 0.80000, -0.71895, 0.61895, 0.50000, -0.40000, -0.91452, -0.40454
1.00000, 0.00000, -0.70000, 0.90000, -0.71102, 0.66102, 0.50000, -0.45000, -0.91989, -0.39217
1.00000, 0.00000, -0.60000, -1.00000, -0.92426, -0.07574, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.60000, -0.90000, -0.90000, -0.05000, 0.50000, 0.45000, -0.72761, -0.68599
1.00000, 0.00000, -0.60000, -0.80000, -0.87720, -0.02280, 0.50000, 0.40000, -0.74734, -0.66444
1.00000, 0.00000, -0.60000, -0.70000, -0.85584, 0.00584, 0.50000, 0.35000, -0.76618, -0.64262
1.00000, 0.00000, -0.60000, -0.60000, -0.83589, 0.03589, 0.50000, 0.30000, -0.78403, -0.62072
1.00000, 0.00000, -0.60000, -0.50000, -0.81730, 0.06730, 0.50000, 0.25000, -0.80082, -0.59891
1.00000, 0.00000, -0.60000, -0.40000, -0.80000, 0.10000, 0.50000, 0.20000, -0.81650, -0.57735
1.00000, 0.00000, -0.60000, -0.30000, -0.78394, 0.13394, 0.50000, 0.15000, -0.83106, -0.55619
1.00000, 0.00000, -0.60000, -0.20000, -0.76904, 0.16904, 0.50000, 0.10000, -0.84451, -0.53554
1.00000, 0.00000, -0.60000, -0.10000, -0.75523, 0.20523, 0.50000, 0.05000, -0.85689, -0.51550
1.00000, 0.00000, -0.60000, -0.00000, -0.74244, 0.24244, 0.50000, 0.00000, -0.86824, -0.49615
1.00000, 0.00000, -0.60000, 0.10000, -0.73059, 0.28059, 0.50000, -0.05000, -0.87861, -0.47754
1.00000, 0.00000, -0.60000, 0.20000, -0.71962, 0.31962, 0.50000, -0.10000, -0.88807, -0.45970
1.00000, 0.00000, -0.60000, 0.30000, -0.70944, 0.35944, 0.50000, -0.15000, -0.89669, -0.44265
1.00000, 0.00000, -0.60000, 0.40000, -0.70000, 0.40000, 0.50000, -0.20000, -0.90453, -0.42640
1.00000, 0.00000, -0.60000, 0.50000, -0.69124, 0.44124, 0.50000, -0.25000, -0.91167, -0.41093
1.00000, 0.00000, -0.60000, 0.60000, -0.68310, 0.48310, 0.50000, -0.30000, -0.91815, -0.39624
1.00000, 0.00000, -0.60000, 0.70000, -0.67552, 0.52552, 0.50000, -0.35000, -0.92405, -0.38228
1.00000, 0.00000, -0.60000, 0.80000, -0.66847, 0.56847, 0.50000, -0.40000, -0.92941, -0.36905
1.00000, 0.00000, -0.60000, 0.90000, -0.66189, 0.61189, 0.50000, -0.45000, -0.93430, -0.35650
1.00000, 0.00000, -0.50000, -1.00000, -0.85355, -0.14645, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.50000, -0.90000, -0.82944, -0.12056, 0.50000, 0.45000, -0.73162, -0.68171
1.00000, 0.00000, -0.50000, -0.80000, -0.80707, -0.09293, 0.50000, 0.40000, -0.75499, -0.65573
1.00000, 0.00000, -0.50000, -0.70000, -0.78642, -0.06358, 0.50000, 0.35000, -0.77702, -0.62948
1.00000, 0.00000, -0.50000, -0.60000, -0.76742, -0.03258, 0.50000, 0.30000, -0.79755, -0.60326
1.00000, 0.00000, -0.50000, -0.50000, -0.75000, -0.00000, 0.50000, 0.25000, -0.81650, -0.57735
1.00000, 0.00000, -0.50000, -0.40000, -0.73406, 0.03406, 0.50000, 0.20000, -0.83384, -0.55201
1.00000, 0.00000, -0.50000, -0.30000, -0.71949, 0.06949, 0.50000, 0.15000, -0.84959, -0.52744
1.00000, 0.00000, -0.50000, -0.20000, -0.70620, 0.10620, 0.50000, 0.10000, -0.86382, -0.50380
1.00000, 0.00000, -0.50000, -0.10000, -0.69408, 0.14408, 0.50000, 0.05000, -0.87661, -0.48120
1.00000, 0.00000, -0.50000, -0.00000, -0.68301, 0.18301, 0.50000, 0.00000, -0.88807, -0.45970
1.00000, 0.00000, -0.50000, 0.10000, -0.67291, 0.22291, 0.50000, -0.05000, -0.89832, -0.43934
1.00000, 0.00000, -0.50000, 0.20000, -0.66368, 0.26368, 0.50000, -0.10000, -0.90747, -0.42012
1.00000, 0.00000, -0.50000, 0.30000, -0.65523, 0.30523, 0.50000, -0.15000, -0.91563, -0.40202
1.00000, 0.00000, -0.50000, 0.40000, -0.64749, 0.34749, 0.50000, -0.20000, -0.92291, -0.38502
1.00000, 0.00000, -0.50000, 0.50000, -0.64039, 0.39039, 0.50000, -0.25000, -0.92941, -0.36905
1.00000, 0.00000, -0.50000, 0.60000, -0.63385, 0.43385, 0.50000, -0.30000, -0.93522, -0.35407
1.00000, 0.00000, -0.50000, 0.70000, -0.62783, 0.47783, 0.50000, -0.35000, -0.94042, -0.34002
1.00000, 0.00000, -0.50000, 0.80000, -0.62228, 0.52228, 0.50000, -0.40000, -0.94508, -0.32685
1.00000, 0.00000, -0.50000, 0.90000, -0.61714, 0.56714, 0.50000, -0.45000, -0.94926, -0.31450
1.00000, 0.00000, -0.40000, -1.00000, -0.78284, -0.21716, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.40000, -0.90000, -0.75895, -0.19105, 0.50000, 0.45000, -0.73758, -0.67526
1.00000, 0.00000, -0.40000, -0.80000, -0.73723, -0.16277, 0.50000, 0.40000, -0.76618, -0.64262
1.00000, 0.00000, -0.40000, -0.70000, -0.71762, -0.13238, 0.50000, 0.35000, -0.79256, -0.60979
1.00000, 0.00000, -0.40000, -0.60000, -0.70000, -0.10000, 0.50000, 0.30000, -0.81650, -0.57735
1.00000, 0.00000, -0.40000, -0.50000, -0.68423, -0.06577, 0.50000, 0.25000, -0.83792, -0.54579
1.00000, 0.00000, -0.40000, -0.40000, -0.67016, -0.02984, 0.50000, 0.20000, -0.85689, -0.51550
1.00000, 0.00000, -0.40000, -0.30000, -0.65760, 0.00760, 0.50000, 0.15000, -0.87354, -0.48675
1.00000, 0.00000, -0.40000, -0.20000, -0.64641, 0.04641, 0.50000, 0.10000, -0.88807, -0.45970
1.00000, 0.00000, -0.40000, -0.10000, -0.63642, 0.08642, 0.50000, 0.05000, -0.90071, -0.43443
1.00000, 0.00000, -0.40000, -0.00000, -0.62749, 0.12749, 0.50000, 0.00000, -0.91167, -0.41093
1.00000, 0.00000, -0.40000, 0.10000, -0.61949, 0.16949, 0.50000, -0.05000, -0.92117, -0.38917
1.00000, 0.00000, -0.40000, 0.20000, -0.61231, 0.21231, 0.50000, -0.10000, -0.92941, -0.36905
1.00000, 0.00000, -0.40000, 0.30000, -0.60584, 0.25584, 0.50000, -0.15000, -0.93657, -0.35047
1.00000, 0.00000, -0.40000, 0.40000, -0.60000, 0.30000, 0.50000, -0.20000, -0.94281, -0.33333
1.00000, 0.00000, -0.40000, 0.50000, -0.59471, 0.34471, 0.50000, -0.25000, -0.94825, -0.31751
1.00000, 0.00000, -0.40000, 0.60000, -0.58990, 0.38990, 0.50000, -0.30000, -0.95302, -0.30291
1.00000, 0.00000, -0.40000, 0.70000, -0.58551, 0.43551, 0.50000, -0.35000, -0.95721, -0.28940
1.00000, 0.00000, -0.40000, 0.80000, -0.58151, 0.48151, 0.50000, -0.40000, -0.96090, -0.27690
1.00000, 0.00000, -0.40000, 0.90000, -0.57783, 0.52783, 0.50000, -0.45000, -0.96416, -0.26532
1.00000, 0.00000, -0.30000, -1.00000, -0.71213, -0.28787, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.30000, -0.90000, -0.68860, -0.26140, 0.50000, 0.45000, -0.74734, -0.66444
1.00000, 0.00000, -0.30000, -0.80000, -0.66794, -0.23206, 0.50000, 0.40000, -0.78403, -0.62072
1.00000, 0.00000, -0.30000, -0.70000, -0.65000, -0.20000, 0.50000, 0.35000, -0.81650, -0.57735
1.00000, 0.00000, -0.30000, -0.60000, -0.63452, -0.16548, 0.50000, 0.30000, -0.84451, -0.53554
1.00000, 0.00000, -0.30000, -0.50000, -0.62122, -0.12878, 0.50000, 0.25000, -0.86824, -0.49615
1.00000, 0.00000, -0.30000, -0.40000, -0.60981, -0.09019, 0.50000, 0.20000, -0.88807, -0.45970
1.00000, 0.00000, -0.30000, -0.30000, -0.60000, -0.05000, 0.50000, 0.15000, -0.90453, -0.42640
1.00000, 0.00000, -0.30000, -0.20000, -0.59155, -0.00845, 0.50000, 0.10000, -0.91815, -0.39624
1.00000, 0.00000, -0.30000, -0.10000, -0.58423, 0.03423, 0.50000, 0.05000, -0.92941, -0.36905
1.00000, 0.00000, -0.30000, -0.00000, -0.57787, 0.07787, 0.50000, 0.00000, -0.93875, -0.34461
1.00000, 0.00000, -0.30000, 0.10000, -0.57231, 0.12231, 0.50000, -0.05000, -0.94652, -0.32265
1.00000, 0.00000, -0.30000, 0.20000, -0.56742, 0.16742, 0.50000, -0.10000, -0.95302, -0.30291
1.00000, 0.00000, -0.30000, 0.30000, -0.56310, 0.21310, 0.50000, -0.15000, -0.95849, -0.28513
1.00000, 0.00000, -0.30000, 0.40000, -0.55927, 0.25927, 0.50000, -0.20000, -0.96312, -0.26909
1.00000, 0.00000, -0.30000, 0.50000, -0.55584, 0.30584, 0.50000, -0.25000, -0.96705, -0.25457
1.00000, 0.00000, -0.30000, 0.60000, -0.55277, 0.35277, 0.50000, -0.30000, -0.97043, -0.24140
1.00000, 0.00000, -0.30000, 0.70000, -0.55000, 0.40000, 0.50000, -0.35000, -0.97333, -0.22942
1.00000, 0.00000, -0.30000, 0.80000, -0.54749, 0.44749, 0.50000, -0.40000, -0.97584, -0.21848
1.00000, 0.00000, -0.30000, 0.90000, -0.54522, 0.49522, 0.50000, -0.45000, -0.97803, -0.20847
1.00000, 0.00000, -0.20000, -1.00000, -0.64142, -0.35858, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.20000, -0.90000, -0.61861, -0.33139, 0.50000, 0.45000, -0.76618, -0.64262
1.00000, 0.00000, -0.20000, -0.80000, -0.60000, -0.30000, 0.50000, 0.40000, -0.81650, -0.57735
1.00000, 0.00000, -0.20000, -0.70000, -0.58508, -0.26492, 0.50000, 0.35000, -0.85689, -0.51550
1.00000, 0.00000, -0.20000, -0.60000, -0.57321, -0.22679, 0.50000, 0.30000, -0.88807, -0.45970
1.00000, 0.00000, -0.20000, -0.50000, -0.56375, -0.18625, 0.50000, 0.25000, -0.91167, -0.41093
1.00000, 0.00000, -0.20000, -0.40000, -0.55616, -0.14384, 0.50000, 0.20000, -0.92941, -0.36905
1.00000, 0.00000, -0.20000, -0.30000, -0.55000, -0.10000, 0.50000, 0.15000, -0.94281, -0.33333
1.00000, 0.00000, -0.20000, -0.20000, -0.54495, -0.05505, 0.50000, 0.10000, -0.95302, -0.30291
1.00000, 0.00000, -0.20000, -0.10000, -0.54075, -0.00925, 0.50000, 0.05000, -0.96090, -0.27690
1.00000, 0.00000, -0.20000, -0.00000, -0.53723, 0.03723, 0.50000, 0.00000, -0.96705, -0.25457
1.00000, 0.00000, -0.20000, 0.10000, -0.53423, 0.08423, 0.50000, -0.05000, -0.97193, -0.23527
1.00000, 0.00000, -0.20000, 0.20000, -0.53166, 0.13166, 0.50000, -0.10000, -0.97584, -0.21848
1.00000, 0.00000, -0.20000, 0.30000, -0.52944, 0.17944, 0.50000, -0.15000, -0.97902, -0.20378
1.00000, 0.00000, -0.20000, 0.40000, -0.52749, 0.22749, 0.50000, -0.20000, -0.98162, -0.19082
1.00000, 0.00000, -0.20000, 0.50000, -0.52578, 0.27578, 0.50000, -0.25000, -0.98379, -0.17934
1.00000, 0.00000, -0.20000, 0.60000, -0.52426, 0.32426, 0.50000, -0.30000, -0.98560, -0.16910
1.00000, 0.00000, -0.20000, 0.70000, -0.52291, 0.37291, 0.50000, -0.35000, -0.98713, -0.15993
1.00000, 0.00000, -0.20000, 0.80000, -0.52170, 0.42170, 0.50000, -0.40000, -0.98843, -0.15166
1.00000, 0.00000, -0.20000, 0.90000, -0.52061, 0.47061, 0.50000, -0.45000, -0.98955, -0.14418
1.00000, 0.00000, -0.10000, -1.00000, -0.57071, -0.42929, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.10000, -0.90000, -0.55000, -0.40000, 0.50000, 0.45000, -0.81650, -0.57735
1.00000, 0.00000, -0.10000, -0.80000, -0.53660, -0.36340, 0.50000, 0.40000, -0.88807, -0.45970
1.00000, 0.00000, -0.10000, -0.70000, -0.52808, -0.32192, 0.50000, 0.35000, -0.92941, -0.36905
1.00000, 0.00000, -0.10000, -0.60000, -0.52247, -0.27753, 0.50000, 0.30000, -0.95302, -0.30291
1.00000, 0.00000, -0.10000, -0.50000, -0.51861, -0.23139, 0.50000, 0.25000, -0.96705, -0.25457
1.00000, 0.00000, -0.10000, -0.40000, -0.51583, -0.18417, 0.50000, 0.20000, -0.97584, -0.21848
1.00000, 0.00000, -0.10000, -0.30000, -0.51375, -0.13625, 0.50000, 0.15000, -0.98162, -0.19082
1.00000, 0.00000, -0.10000, -0.20000, -0.51213, -0.08787, 0.50000, 0.10000, -0.98560, -0.16910
1.00000, 0.00000, -0.10000, -0.10000, -0.51085, -0.03915, 0.50000, 0.05000, -0.98843, -0.15166
1.00000, 0.00000, -0.10000, -0.00000, -0.50981, 0.00981, 0.50000, 0.00000, -0.99052, -0.13739
1.00000, 0.00000, -0.10000, 0.10000, -0.50895, 0.05895, 0.50000, -0.05000, -0.99209, -0.12551
1.00000, 0.00000, -0.10000, 0.20000, -0.50822, 0.10822, 0.50000, -0.10000, -0.99331, -0.11548
1.00000, 0.00000, -0.10000, 0.30000, -0.50760, 0.15760, 0.50000, -0.15000, -0.99427, -0.10691
1.00000, 0.00000, -0.10000, 0.40000, -0.50707, 0.20707, 0.50000, -0.20000, -0.99504, -0.09951
1.00000, 0.00000, -0.10000, 0.50000, -0.50661, 0.25661, 0.50000, -0.25000, -0.99566, -0.09305
1.00000, 0.00000, -0.10000, 0.60000, -0.50620, 0.30620, 0.50000, -0.30000, -0.99618, -0.08737
1.00000, 0.00000, -0.10000, 0.70000, -0.50584, 0.35584, 0.50000, -0.35000, -0.99660, -0.08234
1.00000, 0.00000, -0.10000, 0.80000, -0.50552, 0.40552, 0.50000, -0.40000, -0.99696, -0.07785
1.00000, 0.00000, -0.10000, 0.90000, -0.50523, 0.45523, 0.50000, -0.45000, -0.99727, -0.07382
1.00000, 0.00000, -0.00000, -1.00000, -0.50000, -0.50000, 0.50000, 0.50000, 0.70711, 0.70711
1.00000, 0.00000, -0.00000, -0.90000, -0.50000, -0.45000, 0.50000, 0.45000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.80000, -0.50000, -0.40000, 0.50000, 0.40000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.70000, -0.50000, -0.35000, 0.50000, 0.35000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.60000, -0.50000, -0.30000, 0.50000, 0.30000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.50000, -0.50000, -0.25000, 0.50000, 0.25000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.40000, -0.50000, -0.20000, 0.50000, 0.20000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.30000, -0.50000, -0.15000, 0.50000, 0.15000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.20000, -0.50000, -0.10000, 0.50000, 0.10000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.10000, -0.50000, -0.05000, 0.50000, 0.05000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, -0.00000, -0.50000, -0.00000, 0.50000, 0.00000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.10000, -0.50000, 0.05000, 0.50000, -0.05000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.20000, -0.50000, 0.10000, 0.50000, -0.10000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.30000, -0.50000, 0.15000, 0.50000, -0.15000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.40000, -0.50000, 0.20000, 0.50000, -0.20000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.50000, -0.50000, 0.25000, 0.50000, -0.25000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.60000, -0.50000, 0.30000, 0.50000, -0.30000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.70000, -0.50000, 0.35000, 0.50000, -0.35000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.80000, -0.50000, 0.40000, 0.50000, -0.40000, -1.00000, -0.00000
1.00000, 0.00000, -0.00000, 0.90000, -0.50000, 0.45000, 0.50000, -0.45000, -1.00000, -0.00000
1.00000, 0.00000, 0.10000, -1.00000, -0.57071, -0.42929, 0.50000, 0.50000, 0.70711, -0.70711
1.00000, 0.00000, 0.10000, -0.90000, -0.55000, -0.40000, 0.50000, 0.45000, -0.81650, 0.57735
1.00000, 0.00000, 0.10000, -0.80000, -0.53660, -0.36340, 0.50000, 0.40000, -0.88807, 0.45970
1.00000, 0.00000, 0.10000, -0.70000, -0.52808, -0.32192, 0.50000, 0.35000, -0.92941, 0.36905
1.00000, 0.00000, 0.10000, -0.60000, -0.52247, -0.27753, 0.50000, 0.30000, -0.95302, 0.30291
1.00000, 0.00000, 0.10000, -0.50000, -0.51861, -0.23139, 0.50000, 0.25000, -0.96705, 0.25457
1.00000, 0.00000, 0.10000, -0.40000, -0.51583, -0.18417, 0.50000, 0.20000, -0.97584, 0.21848
1.00000, 0.00000, 0.10000, -0.30000, -0.51375, -0.13625, 0.50000, 0.15000, -0.98162, 0.19082
1.00000, 0.00000, 0.10000, -0.20000, -0.51213, -0.08787, 0.50000, 0.10000, -0.98560, 0.16910
1.00000, 0.00000, 0.10000, -0.10000, -0.51085, -0.03915, 0.50000, 0.05000, -0.98843, 0.15166
1.00000, 0.00000, 0.10000, -0.00000, -0.50981, 0.00981, 0.50000, 0.00000, -0.99052, 0.13739
1.00000, 0.00000, 0.10000, 0.10000, -0.50895, 0.05895, 0.50000, -0.05000, -0.99209, 0.12551
1.00000, 0.00000, 0.10000, 0.20000, -0.50822, 0.10822, 0.50000, -0.10000, -0.99331, 0.11548
1.00000, 0.00000, 0.10000, 0.30000, -0.50760, 0.15760, 0.50000, -0.15000, -0.99427, 0.10691
1.00000, 0.00000, 0.10000, 0.40000, -0.50707, 0.20707, 0.50000, -0.20000, -0.99504, 0.09951
